Year,country,gdppc,unempf,unempm,unemp,export,import,polity,polity2
2000,Equatorial Guinea,8639.47,0,0,0,2323705989,1402345954,-5,-5
2001,Equatorial Guinea,13681.8,0,0,0,3832287880,2244567159,-5,-5
2002,Equatorial Guinea,15846.47,0,0,0,4543664849,1596712714,-5,-5
2003,Equatorial Guinea,17513.08,0,0,0,5250431030,3024054319,-5,-5
2004,Equatorial Guinea,23448.92,0,0,0,6652315697,3254511888,-5,-5
2005,Equatorial Guinea,24981.79,0,0,0,7183408440,3583355136,-5,-5
2006,Equatorial Guinea,20342.13,0,0,0,6928530353,2372138046,-5,-5
2007,Equatorial Guinea,24096.25,0,0,0,7742700003,2512052832,-5,-5
2008,Equatorial Guinea,27346.41,0,0,0,8023501657,4674578375,-5,-5
2009,Equatorial Guinea,26805.54,0,0,0,7362864215,6218312130,-5,-5
2010,Equatorial Guinea,25619.22,0,0,0,6854814829,4592624350,-5,-5
2011,Equatorial Guinea,26142.02,0,0,0,7276933517,4769346207,-5,-5
2012,Equatorial Guinea,26056.8,0,0,0,7637647688,6059939124,-5,-5
1993,Eritrea,486.18,0,0,0,135385728.2,475240233,-6,-6
1994,Eritrea,585.62,0,0,0,130346636.4,604331931,-6,-6
1995,Eritrea,594.96,0,0,0,108914549.3,619468789.3,-6,-6
1996,Eritrea,637.77,0,0,0,172668629.6,768933365.8,-6,-6
1997,Eritrea,671.4,0,0,0,178600725.1,787497437.4,-6,-6
1998,Eritrea,663.18,0,0,0,107128542.1,829433199.2,-6,-6
1999,Eritrea,641.07,0,0,0,64838441.81,844332056.7,-6,-6
2000,Eritrea,598.24,0,0,0,65682438.64,571780423.8,-6,-6
2001,Eritrea,624.88,0,0,0,76321339.68,655331318.2,-7,-7
2002,Eritrea,616.6,0,0,0,82981202.34,667696861.3,-7,-7
2003,Eritrea,574.6,0,0,0,62025012.2,784571190.7,-7,-7
2004,Eritrea,558.83,0,0,0,68430642.04,773607571.3,-7,-7
2005,Eritrea,550.95,0,0,0,67725792.46,603478679.6,-7,-7
2006,Eritrea,526,0,0,0,77951423.16,369203112.9,-7,-7
2007,Eritrea,515.61,0,0,0,67716431.93,259057784.9,-7,-7
2008,Eritrea,450.27,0,0,0,53243364.73,233201667.1,-7,-7
2009,Eritrea,452.94,0,0,0,72524701.02,281106192.4,-7,-7
2010,Eritrea,448.1,0,0,0,85213700.51,312861021.5,-7,-7
2011,Eritrea,471.26,0,0,0,283820813.5,345899735.8,-7,-7
2012,Eritrea,488.04,0,0,0,426058168.7,376054235.2,-7,-7
1995,Estonia,7938.07,0.089,0.105,0.097,3964943974,3660338146,6,6
1996,Estonia,8530.55,0.092,0.106,0.099,3978155908,3972494381,6,6
1997,Estonia,9641.1,0.095,0.112,0.104,5026410021,5109974902,6,6
1998,Estonia,10397.02,0.085,0.104,0.095,5700111088,5748682618,6,6
1999,Estonia,10447.97,0.102,0.129,0.116,5724280292,5409949112,7,7
2000,Estonia,11512.51,0.115,0.146,0.131,7293976893,6877339304,9,9
2001,Estonia,12284.24,0.13,0.118,0.124,7587092068,7207787925,9,9
2002,Estonia,13142.72,0.086,0.103,0.094,7384720799,7725834499,9,9
2003,Estonia,14216.53,0.104,0.11,0.107,7954819056,8587760919,9,9
2004,Estonia,15166.07,0.087,0.113,0.1,9110265381,9849278400,9,9
2005,Estonia,16547.96,0.071,0.088,0.079,10807120879,11710893962,9,9
2006,Estonia,18253.44,0.056,0.062,0.059,11464778665,13343192836,9,9
2007,Estonia,19648.45,0.039,0.054,0.047,11884736833,14189891234,9,9
2008,Estonia,18846.78,0.053,0.058,0.055,12001939437,13200320210,9,9
2009,Estonia,16199.5,0.106,0.169,0.138,9524032285,8976690286,9,9
2010,Estonia,16740.38,0.143,0.195,0.169,11705138111,10859742276,9,9
2011,Estonia,18130.04,0.118,0.131,0.125,14442397274,13576425029,9,9
2012,Estonia,18722.05,0,0,0,15248444750,14811460247,9,9
1981,Ethiopia,602.86,0,0,0,467016487.4,1172239989,-7,-7
1982,Ethiopia,591.73,0,0,0,437736456.9,1279329650,-7,-7
1983,Ethiopia,621.22,0,0,0,464495151.5,1299898700,-7,-7
1984,Ethiopia,584.66,0.014,0.01,0.012,515084537.6,1508331746,-8,-8
1985,Ethiopia,503.15,0,0,0,462258482.5,1462492148,-8,-8
1986,Ethiopia,534.42,0,0,0,565226589.9,1611568791,-8,-8
1987,Ethiopia,589.22,0,0,0,524803881.1,1645197556,-8,-8
1988,Ethiopia,573.21,0,0,0,535580559,1692277828,-8,-8
1989,Ethiopia,552.46,0,0,0,632977327.3,1623257236,-8,-8
1990,Ethiopia,548.54,0,0,0,565535656.9,1444720488,-8,-8
1991,Ethiopia,491.97,0.016,0.011,0.013,465069221.1,1657121859,-77,0
1992,Ethiopia,433.76,0,0,0,367030694.6,1451781941,-88,0
1993,Ethiopia,473.92,0,0,0,486066457.9,1707456310,-88,0
1994,Ethiopia,472.72,0.033,0.03,0.031,491754754.7,1457517884,-88,1
1995,Ethiopia,485.64,0,0,0,490347843.7,1594115381,1,1
1996,Ethiopia,529.36,0,0,0,618760159.3,1652478636,1,1
1997,Ethiopia,530,0,0,0,746651911.6,1971523336,1,1
1998,Ethiopia,497.15,0,0,0,687796128.1,2174791090,1,1
1999,Ethiopia,508.11,0.126,0.044,0.082,743164139.7,2540769679,1,1
2000,Ethiopia,523.74,0,0,0,961052436.3,2538846895,1,1
2001,Ethiopia,551.09,0,0,0,1008918337,2564422846,1,1
2002,Ethiopia,543.51,0,0,0,1143224705,2792155763,1,1
2003,Ethiopia,516.68,0,0,0,1318317262,2940428939,1,1
2004,Ethiopia,570.36,0.312,0.158,0.231,1797449448,3527467792,1,1
2005,Ethiopia,620.17,0.082,0.027,0.054,1858252817,4366321978,-3,-3
2006,Ethiopia,668.72,0.226,0.117,0.17,1861777411,5150952324,-3,-3
2007,Ethiopia,725.41,0,0,0,2055069780,6770386272,-3,-3
2008,Ethiopia,782.46,0,0,0,1986490735,7625030463,-3,-3
2009,Ethiopia,829.09,0,0,0,2124463473,8875321929,-3,-3
2010,Ethiopia,887.86,0,0,0,2130448820,9045833587,-3,-3
2011,Ethiopia,928.18,0,0,0,2187490713,8550985696,-3,-3
2012,Ethiopia,981.43,0,0,0,,,-3,-3
1980,Fiji,3434.61,0,0,0,,,9,9
1981,Fiji,3563.88,0,0,0,,,9,9
1982,Fiji,3264.3,0.121,0.05,0.064,,,9,9
1983,Fiji,3056.35,0,0,0.075,,,9,9
1984,Fiji,3242.05,0,0,0.075,,,9,9
1985,Fiji,3043.51,0,0,0.081,,,9,9
1986,Fiji,3248.2,0,0,0.075,,,9,9
1987,Fiji,3020.3,0,0,0.093,,,-3,-3
1988,Fiji,3044.47,0,0,0.094,,,-3,-3
1989,Fiji,3263.49,0,0,0.061,,,-3,-3
1990,Fiji,3433.89,0,0,0.064,,,5,5
1991,Fiji,3309.95,0,0,0.059,,,5,5
1992,Fiji,3468.78,0,0,0.054,,,5,5
1993,Fiji,3493,0,0,0.059,,,5,5
1994,Fiji,3619.65,0,0,0.057,,,5,5
1995,Fiji,3662.67,0,0,0.054,,,5,5
1996,Fiji,3794.16,0.078,0.048,0.058,,,5,5
1997,Fiji,3671.15,0,0,0,,,5,5
1998,Fiji,3683.95,0,0,0,,,5,5
1999,Fiji,3977.13,0,0,0,,,6,6
2000,Fiji,3886.45,0,0,0,,,-88,5
2001,Fiji,3949.32,0,0,0,,,5,5
2002,Fiji,4068.03,0,0,0,,,5,5
2003,Fiji,4103.75,0,0,0,,,5,5
2004,Fiji,4311.9,0,0,0,,,6,6
2005,Fiji,4323.66,0.059,0.041,0.046,1590833826,1957421644,6,6
2006,Fiji,4374.1,0,0,0,,,-3,-3
2007,Fiji,4298.83,0.129,0.064,0.086,,,-4,-4
2008,Fiji,4299.69,0,0,0,,,-4,-4
2009,Fiji,4202.02,0,0,0,,,-4,-4
2010,Fiji,4155.01,0,0,0,,,-4,-4
2011,Fiji,4203.02,0,0,0,,,-4,-4
2012,Fiji,4260.02,0,0,0,,,-4,-4
1980,Finland,17857.73,0.047,0.046,0.047,20897492219,22595272224,10,10
1981,Finland,18010.49,0.046,0.051,0.049,22110250643,21558584838,10,10
1982,Finland,18455.97,0.052,0.055,0.054,21696486004,22034934544,10,10
1983,Finland,18901.06,0.053,0.057,0.055,22635779294,22941252537,10,10
1984,Finland,19384.58,0.051,0.052,0.052,24113680001,23151849249,10,10
1985,Finland,19941.39,0.046,0.056,0.051,24267058272,24624772681,10,10
1986,Finland,20401.82,0.045,0.06,0.053,24676066996,25484709255,10,10
1987,Finland,21054.04,0.044,0.059,0.052,25459604056,27724806423,10,10
1988,Finland,22089.03,0.039,0.051,0.045,26265731714,30670653288,10,10
1989,Finland,23127.02,0.032,0.032,0.032,26987441875,33435988684,10,10
1990,Finland,23141.03,0.026,0.035,0.031,27434497921,33321915465,10,10
1991,Finland,21634.1,0.05,0.078,0.065,25257477652,28894370306,10,10
1992,Finland,20763.16,0.096,0.133,0.116,27787624639,29059839151,10,10
1993,Finland,20495.42,0.144,0.178,0.162,32324767920,29434651156,10,10
1994,Finland,21152.9,0.149,0.178,0.164,36752525147,33259237872,10,10
1995,Finland,21907.3,0.151,0.154,0.153,39887862367,35983206058,10,10
1996,Finland,22614.96,0.148,0.14,0.144,42246796400,38589340369,10,10
1997,Finland,23947.08,0.13,0.122,0.126,48134619652,43171072406,10,10
1998,Finland,25085.19,0.121,0.108,0.114,52576644625,46906656941,10,10
1999,Finland,26005.17,0.106,0.097,0.101,58412152807,48897297290,10,10
2000,Finland,27332.82,0.106,0.09,0.097,68492315474,57066694742,10,10
2001,Finland,27893.45,0.097,0.085,0.091,69665837596,57835122031,10,10
2002,Finland,28336.29,0.091,0.089,0.09,71998614095,59702914298,10,10
2003,Finland,28837.69,0.089,0.09,0.09,70627721484,61615834432,10,10
2004,Finland,29940.15,0.09,0.086,0.088,76397835829,66173748984,10,10
2005,Finland,30707.95,0.087,0.081,0.084,81758941452,73746455753,10,10
2006,Finland,31939.54,0.08,0.073,0.076,91696426657,79550400851,10,10
2007,Finland,33500.76,0.073,0.064,0.068,99191749310,85131213719,10,10
2008,Finland,33443.05,0.067,0.059,0.063,1.05E+11,91479200323,10,10
2009,Finland,30441.54,0.075,0.089,0.082,82599549497,75730828343,10,10
2010,Finland,31309.9,0.077,0.09,0.084,88798885206,80919279479,10,10
2011,Finland,32030.7,0.071,0.083,0.077,91337355045,85838216966,10,10
2012,Finland,31810.15,0,0,0,90077037467,82672998527,10,10
1980,France,20242.98,0.095,0.043,0.064,1.74E+11,1.81E+11,8,8
1981,France,20337.78,0.106,0.053,0.074,1.82E+11,1.79E+11,8,8
1982,France,20713.17,0.112,0.061,0.081,1.80E+11,1.85E+11,8,8
1983,France,20843.91,0.105,0.061,0.079,1.89E+11,1.80E+11,8,8
1984,France,21028.11,0.121,0.076,0.095,2.02E+11,1.86E+11,8,8
1985,France,21240.62,0.126,0.085,0.103,2.06E+11,1.95E+11,8,8
1986,France,21594.37,0.123,0.087,0.102,2.04E+11,2.09E+11,9,9
1987,France,21984.11,0.135,0.086,0.107,2.10E+11,2.25E+11,9,9
1988,France,22882.44,0.128,0.082,0.102,2.27E+11,2.44E+11,9,9
1989,France,23713.58,0.126,0.073,0.096,2.50E+11,2.63E+11,9,9
1990,France,24211.74,0.122,0.072,0.094,2.60E+11,2.76E+11,9,9
1991,France,24401.59,0.116,0.072,0.091,2.76E+11,2.84E+11,9,9
1992,France,24639.29,0.128,0.081,0.102,2.92E+11,2.89E+11,9,9
1993,France,24368.9,0.134,0.096,0.113,2.93E+11,2.79E+11,9,9
1994,France,24823.86,0.145,0.11,0.126,3.16E+11,3.04E+11,9,9
1995,France,25240.62,0.141,0.1,0.118,3.42E+11,3.26E+11,9,9
1996,France,25419.85,0.145,0.106,0.124,3.54E+11,3.34E+11,9,9
1997,France,25883.21,0.144,0.11,0.126,4.00E+11,3.60E+11,9,9
1998,France,26659.18,0.141,0.104,0.121,4.32E+11,4.02E+11,9,9
1999,France,27395.54,0.139,0.104,0.12,4.52E+11,4.28E+11,9,9
2000,France,28209.89,0.122,0.085,0.102,5.08E+11,4.92E+11,9,9
2001,France,28519.55,0.105,0.07,0.086,5.21E+11,5.03E+11,9,9
2002,France,28576.04,0.098,0.078,0.087,5.30E+11,5.12E+11,9,9
2003,France,28629.6,0.096,0.077,0.086,5.23E+11,5.16E+11,9,9
2004,France,29142.94,0.104,0.082,0.092,5.48E+11,5.46E+11,9,9
2005,France,29452.52,0.098,0.08,0.089,5.63E+11,5.77E+11,9,9
2006,France,29969.54,0.097,0.081,0.088,5.92E+11,6.06E+11,9,9
2007,France,30465.5,0.086,0.075,0.08,6.06E+11,6.39E+11,9,9
2008,France,30271.38,0.079,0.069,0.074,6.04E+11,6.45E+11,9,9
2009,France,29168.37,0.094,0.089,0.091,5.31E+11,5.83E+11,9,9
2010,France,29521.68,0.097,0.09,0.094,5.81E+11,6.35E+11,9,9
2011,France,29963.22,0.097,0.088,0.093,6.13E+11,6.67E+11,9,9
2012,France,29819.1,0,0,0,6.27E+11,6.60E+11,9,9
1980,Gabon,15981.03,0,0,0,3880343789,2690258622,-9,-9
1981,Gabon,16385.48,0,0,0,3600201099,3866197790,-9,-9
1982,Gabon,15482.57,0,0,0,3535678439,3496957222,-9,-9
1983,Gabon,15935.84,0,0,0,3685959066,4012378073,-9,-9
1984,Gabon,16689.56,0,0,0,4551706154,4080595539,-9,-9
1985,Gabon,15871.87,0,0,0,4237260278,4156934131,-9,-9
1986,Gabon,15324.51,0,0,0,3846857345,3984224833,-9,-9
1987,Gabon,12354.79,0,0,0,3601834584,2421178619,-9,-9
1988,Gabon,13564.33,0,0,0,3720262252,2750896369,-9,-9
1989,Gabon,14325.76,0,0,0,5118525474,2938223695,-9,-9
1990,Gabon,14665.45,0,0,0,5717197753,2799623130,-88,-6
1991,Gabon,15148.46,0,0,0,5883732529,2745613411,-4,-4
1992,Gabon,14294.04,0,0,0,6033944333,2796965159,-4,-4
1993,Gabon,14470.81,0.161,0.191,0.178,6790653487,2959616036,-4,-4
1994,Gabon,14620.14,0,0,0,7095467480,2483016181,-4,-4
1995,Gabon,14953.79,0,0,0,7537586430,2500682543,-4,-4
1996,Gabon,15101.44,0,0,0,7720747383,2561699487,-4,-4
1997,Gabon,15564.9,0,0,0,7981550852,2919218344,-4,-4
1998,Gabon,15704.26,0,0,0,7484563841,3679817875,-4,-4
1999,Gabon,13949.95,0,0,0,7087872498,2821580946,-4,-4
2000,Gabon,13356.6,0,0,0,6294028468,2356647510,-4,-4
2001,Gabon,13317.79,0,0,0,5929871761,2365768274,-4,-4
2002,Gabon,12972,0,0,0,5273116303,2511836004,-4,-4
2003,Gabon,12984.94,0,0,0,5696697132,2464367826,-4,-4
2004,Gabon,12853.9,0,0,0,6016671152,2589215269,-4,-4
2005,Gabon,12931.85,0,0,0,5610046863,2400455871,-4,-4
2006,Gabon,12774.9,0,0,0,5015088495,2779389355,-4,-4
2007,Gabon,13163.1,0,0,0,5255416704,3144193361,-4,-4
2008,Gabon,12976.85,0,0,0,,,-4,-4
2009,Gabon,12299.33,0,0,0,,,3,3
2010,Gabon,12810.81,0,0,0,,,3,3
2011,Gabon,13382.41,0,0,0,,,3,3
2012,Gabon,13863.56,0,0,0,,,3,3
1980,Gambia,1706.59,0,0,0,119937448.2,395394291.3,8,8
1981,Gambia,1703.96,0,0,0,147725557.3,373728141.4,7,7
1982,Gambia,1631.48,0,0,0,179110487.4,377642209.4,7,7
1983,Gambia,1741.79,0,0,0,207365458.4,325865389,7,7
1984,Gambia,1731.69,0,0,0,209314070.6,267821906.3,7,7
1985,Gambia,1644.9,0,0,0,167621761.2,215017735.6,7,7
1986,Gambia,1635.13,0,0,0,138392484.1,200429809.8,7,7
1987,Gambia,1597.06,0,0,0,140544090.4,205669135.9,7,7
1988,Gambia,1591.51,0,0,0,149651697.6,211855243.8,7,7
1989,Gambia,1612.5,0,0,0,173245175.7,250536935,7,7
1990,Gambia,1604.93,0,0,0,195190655,284514219.8,8,8
1991,Gambia,1597.86,0,0,0,213821641.7,307108958,8,8
1992,Gambia,1600.94,0,0,0,218621033.5,321217838.7,8,8
1993,Gambia,1602.42,0,0,0,207533595.8,327189509.3,8,8
1994,Gambia,1561.02,0,0,0,156595337.2,257894062.7,-7,-7
1995,Gambia,1531.69,0,0,0,176838777.9,322085545.3,-7,-7
1996,Gambia,1522.63,0,0,0,174527815.4,284735812.2,-6,-6
1997,Gambia,1553.22,0,0,0,169466508.7,262811154.6,-5,-5
1998,Gambia,1562.81,0,0,0,207427006.7,332981732.9,-5,-5
1999,Gambia,1615.63,0,0,0,204108174.6,305344249.1,-5,-5
2000,Gambia,1654.94,0,0,0,226560073.8,309008380.1,-5,-5
2001,Gambia,1698.64,0,0,0,187138620.9,255549930.3,-5,-5
2002,Gambia,1593.15,0,0,0,190319977.5,279827173.7,-5,-5
2003,Gambia,1649.73,0,0,0,186551641.9,235614480.3,-5,-5
2004,Gambia,1710.99,0,0,0,215653698.1,307241282.3,-5,-5
2005,Gambia,1642.24,0,0,0,204463168.2,309365383.8,-5,-5
2006,Gambia,1609.41,0,0,0,213639498.1,298007613.1,-5,-5
2007,Gambia,1616.51,0,0,0,188980211.6,275167221.2,-5,-5
2008,Gambia,1656.59,0,0,0,162205233.6,275816456.5,-5,-5
2009,Gambia,1708.91,0,0,0,186629982.8,307032963.1,-5,-5
2010,Gambia,1763.78,0,0,0,184232893.3,330248784.3,-5,-5
2011,Gambia,1635.17,0,0,0,216641130.7,353969092.4,-5,-5
2012,Gambia,1679.02,0,0,0,,,-5,-5
1991,Georgia,4809.07,0,0,0,,,4,4
1992,Georgia,2629.35,0,0,0,,,4,4
1993,Georgia,1844.72,0,0,0,,,4,4
1994,Georgia,1669.7,0,0,0,,,4,4
1995,Georgia,1759.29,0,0,0,,,5,5
1996,Georgia,2006.29,0,0,0,,,5,5
1997,Georgia,2258.68,0,0,0,,,5,5
1998,Georgia,2351.8,0.122,0.126,0.124,,,5,5
1999,Georgia,2438.19,0.122,0.153,0.138,,,5,5
2000,Georgia,2502.23,0.105,0.111,0.108,,,5,5
2001,Georgia,2641.55,0.107,0.116,0.112,,,5,5
2002,Georgia,2804.94,0.11,0.14,0.126,,,5,5
2003,Georgia,3135.34,0.115,0.115,0.115,,,5,5
2004,Georgia,3327.13,0.118,0.134,0.126,,,7,7
2005,Georgia,3610.49,0.127,0.148,0.138,2163649529,3306080244,7,7
2006,Georgia,3916.4,0.117,0.152,0.136,,,7,7
2007,Georgia,4409.47,0.126,0.139,0.133,,,6,6
2008,Georgia,4516.24,0.161,0.168,0.165,,,6,6
2009,Georgia,4319.02,0.154,0.181,0.169,,,6,6
2010,Georgia,4545.9,0.145,0.179,0.163,,,6,6
2011,Georgia,4828.82,0.131,0.167,0.151,,,6,6
2012,Georgia,5086.33,0,0,0,,,6,6
1990,Germany,25881.05,0,0,0,4.62E+11,4.46E+11,10,10
1991,Germany,27005.64,0.07,0.045,0.056,5.13E+11,4.95E+11,10,10
1992,Germany,27313.49,0.084,0.053,0.066,5.10E+11,5.09E+11,10,10
1993,Germany,26862.61,0.096,0.066,0.079,4.79E+11,4.76E+11,10,10
1994,Germany,27431.27,0.101,0.072,0.084,5.18E+11,5.16E+11,10,10
1995,Germany,27809.44,0.094,0.072,0.081,5.51E+11,5.53E+11,10,10
1996,Germany,27948.33,0.096,0.083,0.089,5.87E+11,5.77E+11,10,10
1997,Germany,28392.3,0.106,0.092,0.098,6.54E+11,6.27E+11,10,10
1998,Germany,28916.54,0.099,0.087,0.092,7.04E+11,6.86E+11,10,10
1999,Germany,29438.56,0.089,0.081,0.084,7.45E+11,7.45E+11,10,10
2000,Germany,30297.63,0.081,0.075,0.077,8.43E+11,8.23E+11,10,10
2001,Germany,30704.75,0.079,0.078,0.078,8.97E+11,8.34E+11,10,10
2002,Germany,30656.28,0.083,0.087,0.086,9.35E+11,8.24E+11,10,10
2003,Germany,30524.28,0.088,0.096,0.093,9.59E+11,8.69E+11,10,10
2004,Germany,30885.41,0.1,0.105,0.103,1.06E+12,9.40E+11,10,10
2005,Germany,31114.53,0.109,0.113,0.111,1.14E+12,9.99E+11,10,10
2006,Germany,32302.18,0.102,0.103,0.103,1.29E+12,1.12E+12,10,10
2007,Germany,33402.79,0.088,0.085,0.086,1.40E+12,1.18E+12,10,10
2008,Germany,33828.87,0.077,0.074,0.075,1.44E+12,1.22E+12,10,10
2009,Germany,32175.89,0.073,0.081,0.077,1.25E+12,1.12E+12,10,10
2010,Germany,33565.06,0.066,0.075,0.071,1.42E+12,1.24E+12,10,10
2011,Germany,34572.94,0.056,0.062,0.059,1.53E+12,1.34E+12,10,10
2012,Germany,34765.9,0,0,0,1.59E+12,1.37E+12,10,10
1980,Ghana,1003.8,0,0,0,,,6,6
1981,Ghana,941.14,0,0,0,,,-7,-7
1982,Ghana,847.72,0,0,0,,,-7,-7
1983,Ghana,781.35,0,0,0,,,-7,-7
1984,Ghana,820.23,0,0,0,,,-7,-7
1985,Ghana,834.54,0,0,0,,,-7,-7
1986,Ghana,851.95,0,0,0,,,-7,-7
1987,Ghana,867.87,0,0,0,,,-7,-7
1988,Ghana,892.09,0,0,0,,,-7,-7
1989,Ghana,912.44,0,0,0,,,-7,-7
1990,Ghana,917.31,0,0,0,,,-7,-7
1991,Ghana,939.16,0,0,0,,,-88,-4
1992,Ghana,948.57,0.055,0.037,0.047,,,-1,-1
1993,Ghana,967.34,0,0,0,,,-1,-1
1994,Ghana,972.84,0,0,0,,,-1,-1
1995,Ghana,987.37,0,0,0,,,-1,-1
1996,Ghana,1008.26,0,0,0,,,2,2
1997,Ghana,1026.69,0,0,0,,,2,2
1998,Ghana,1051,0,0,0,,,2,2
1999,Ghana,1072.44,0.107,0.094,0.101,,,2,2
2000,Ghana,1086.09,0.107,0.101,0.104,,,2,2
2001,Ghana,1102.11,0,0,0,,,6,6
2002,Ghana,1123.01,0,0,0,,,6,6
2003,Ghana,1151.42,0,0,0,,,6,6
2004,Ghana,1184.75,0,0,0,,,8,8
2005,Ghana,1222.46,0,0,0,3911687369,6623964804,8,8
2006,Ghana,1267.29,0.036,0.035,0.036,,,8,8
2007,Ghana,1314.54,0,0,0,,,8,8
2008,Ghana,1389.32,0,0,0,,,8,8
2009,Ghana,1409.32,0,0,0,,,8,8
2010,Ghana,1486.34,0,0,0,,,8,8
2011,Ghana,1671.03,0,0,0,,,8,8
2012,Ghana,1764.41,0,0,0,,,8,8
1980,Greece,17042.86,0,0,0,19675946782,21327767180,8,8
1981,Greece,16628.3,0.057,0.033,0.04,21330086855,22705503869,8,8
1982,Greece,16338.93,0.081,0.048,0.058,17818278340,22113800363,8,8
1983,Greece,16068.94,0.117,0.058,0.078,16776547751,22683198465,8,8
1984,Greece,16310.57,0.121,0.06,0.081,18612678093,22201752761,8,8
1985,Greece,16655.09,0.117,0.056,0.078,18953499507,23185401008,8,8
1986,Greece,16686.03,0.116,0.05,0.074,22146965947,26402905341,10,10
1987,Greece,16254.67,0.114,0.051,0.074,23461882388,26967949244,10,10
1988,Greece,16890.2,0.125,0.048,0.077,22963821800,28946219293,10,10
1989,Greece,17440.77,0.124,0.046,0.075,23409998051,31977482921,10,10
1990,Greece,17325.03,0.117,0.042,0.07,22597958785,34652746725,10,10
1991,Greece,17689.01,0.129,0.048,0.077,23529738735,36675366450,10,10
1992,Greece,17617.74,0.129,0.049,0.078,25887693040,37070262574,10,10
1993,Greece,17177.4,0.143,0.058,0.09,25215427738,37303099893,10,10
1994,Greece,17375.66,0.137,0.06,0.089,27077343376,37862751147,10,10
1995,Greece,17604.79,0.138,0.062,0.091,27889401525,41249574321,10,10
1996,Greece,17894.14,0.154,0.06,0.097,28861481893,44136258187,10,10
1997,Greece,18429.19,0.148,0.062,0.096,34644469176,50389705242,10,10
1998,Greece,18946.45,0.165,0.07,0.108,36463902696,55047716268,10,10
1999,Greece,19508.42,0.179,0.076,0.117,43075537184,63324443933,10,10
2000,Greece,20316.73,0.167,0.073,0.111,49155549666,72871252462,10,10
2001,Greece,21106.65,0.154,0.067,0.102,49148981386,73713226391,10,10
2002,Greece,21757.86,0.156,0.068,0.103,45024009392,72789666713,10,10
2003,Greece,22975.79,0.15,0.062,0.097,46338341982,74948375965,10,10
2004,Greece,23896.51,0.162,0.066,0.105,54360543377,79195162938,10,10
2005,Greece,24348.4,0.153,0.061,0.098,55721286761,78024018435,10,10
2006,Greece,25587.65,0.136,0.056,0.089,58124857238,86693829600,10,10
2007,Greece,26387.6,0.128,0.052,0.083,62261973865,99264096298,10,10
2008,Greece,26227.25,0.114,0.051,0.077,63297066317,1.00E+11,10,10
2009,Greece,25302.04,0.131,0.069,0.095,51005573990,79915978308,10,10
2010,Greece,23998.69,0.162,0.099,0.125,53651097452,74986105366,10,10
2011,Greece,22308.5,0.214,0.149,0.177,53826898005,69480846808,10,10
2012,Greece,20921.93,0,0,0,52513896681,59914909966,10,10
1980,Guatemala,3892.53,0,0,0,4806282958,4847914496,-5,-5
1981,Guatemala,3821.95,0,0,0,4113870691,4649031331,-5,-5
1982,Guatemala,3596.22,0,0,0,3766188673,3673295140,-7,-7
1983,Guatemala,3417.51,0,0,0,3356499391,2943690602,-7,-7
1984,Guatemala,3351.03,0,0,0,3247987095,3153561787,-6,-6
1985,Guatemala,3251.27,0,0,0,3351332139,2747005041,-88,-1
1986,Guatemala,3180.02,0,0,0,2882588547,2347041107,3,3
1987,Guatemala,3217.27,0.057,0.028,0.035,3056060585,3470016767,3,3
1988,Guatemala,3266.71,0,0,0,3228056265,3600774207,3,3
1989,Guatemala,3318.65,0.031,0.016,0.02,3656938198,3811744195,3,3
1990,Guatemala,3343.84,0,0,0,4149303514,3960082467,3,3
1991,Guatemala,3386.82,0,0,0,3772094104,4057315457,3,3
1992,Guatemala,3468.98,0,0,0,4126419969,5548950182,3,3
1993,Guatemala,3522.14,0,0,0,4401665468,5794372008,3,3
1994,Guatemala,3580.15,0,0,0,4549625305,6081847184,3,3
1995,Guatemala,3671.71,0,0,0,5121078695,6543509279,3,3
1996,Guatemala,3694.91,0,0,0,5565903273,6094531626,8,8
1997,Guatemala,3769.43,0,0,0,6016896567,7283119003,8,8
1998,Guatemala,3868.28,0,0,0,6160960215,9067564762,8,8
1999,Guatemala,3925.01,0.014,0.022,0.019,6444610472,9132118265,8,8
2000,Guatemala,3971.46,0.015,0.014,0.014,6690598006,9683313637,8,8
2001,Guatemala,3966.81,0.014,0.013,0.013,6423640041,10353425738,8,8
2002,Guatemala,4019.77,0.043,0.025,0.031,6469270078,10559075088,8,8
2003,Guatemala,4020,0.037,0.022,0.028,6435787392,10615770099,8,8
2004,Guatemala,4044.46,0.037,0.028,0.031,6964615499,11219136567,8,8
2005,Guatemala,4073.83,0,0,0,6817685232,11154960610,8,8
2006,Guatemala,4188.46,0.024,0.015,0.018,7144300230,11874460682,8,8
2007,Guatemala,4344.66,0,0,0.025,7817006271,12733542608,8,8
2008,Guatemala,4378.59,0,0,0,7804270146,12001721980,8,8
2009,Guatemala,4294.43,0,0,0,7596587630,11065427822,8,8
2010,Guatemala,4310.75,0,0,0.035,7967360728,12159861354,8,8
2011,Guatemala,4378.19,0.066,0.029,0.041,8400218564,12794634166,8,8
2012,Guatemala,4395.58,0,0,0,9330036400,13839777289,8,8
1986,Guinea,828.2,0,0,0,,,-7,-7
1987,Guinea,831.39,0,0,0,,,-7,-7
1988,Guinea,856.24,0,0,0,,,-7,-7
1989,Guinea,857.24,0,0,0,,,-7,-7
1990,Guinea,854.31,0,0,0,,,-7,-7
1991,Guinea,830.86,0,0,0,,,-5,-5
